Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
19.096119377290947,71.65172310506355,14.78232409753502,48.6992568587834,987.9547600945954,no rain
27.11246366310169,84.18370480911746,13.289986360676188,10.375645593905148,1035.430869884089,no rain
20.43332855156489,42.29042354782344,7.216295140219899,6.673307135339346,1033.6280857858185,no rain
19.57665898909424,40.67927998913731,4.5688327658645385,55.026758262545485,1038.8323002834816,no rain
19.828060380585427,93.35321080474822,0.104488608161084,30.687566409158773,1009.4237172335922,no rain
24.74279544982308,78.62526559617275,3.668939980876331,16.62771598986015,1044.9460978347229,no rain
32.03918175181239,81.56013541295552,2.0012712885766315,14.54761419338988,1006.3743384258664,no rain
30.68283069439624,64.68603267340873,11.018252583754611,6.987947985329335,999.0511494334556,no rain
,89.07780393284281,4.842197309052734,83.94109332879724,1029.9327055597942,no rain
14.540559866142209,64.18838494347247,1.5747680281893128,49.525735053998055,1005.4763095206356,no rain
12.805607895707212,68.9380146108366,8.116919177422272,7.274137973193817,995.9518285529808,no rain
14.83336601917285,80.19125782524986,3.352521594866138,14.595279476685596,1027.974746793035,no rain
18.665195265229293,57.3656113606583,11.62735103379922,46.52939636618952,1043.163228159818,no rain
22.6632920655656,36.66177727018887,7.557548299477483,20.68979161304785,1007.8948802771706,no rain
25.736530675228806,39.49178192080193,12.793041314545183,63.66946514625068,986.7528047790385,no rain
11.338240505182952,67.7598046619508,6.45148945238968,2.255074669325041,1022.1664606132166,no rain
28.303555478492537,98.17320706296825,15.523087746801936,37.89830413110945,999.6425353031524,no rain
26.272850096437644,45.993807653385446,7.287369239584236,28.642515889235675,1048.7149313178534,no rain
14.972305444186205,38.11172310729663,19.83372679521261,90.42670974229604,1031.4007805036497,no rain
28.5086799157898,87.50082079693746,13.22573114052718,9.604528219601416,1031.8952035888128,no rain
30.52537987810772,60.207640482710886,1.776093130137748,47.27738072861688,1014.2278484417794,no rain
19.32636323263008,35.859014645011094,7.308203649483631,57.0010121724514,989.8627272020116,no rain
12.468997169763876,45.96322687154432,15.210349544378406,27.207083262969437,1018.6032549883672,no rain
28.715150145739447,59.174722316567056,6.51034627194128,51.60697779776896,999.9138481108968,no rain
21.316338230142392,52.28059749120459,15.843036571165044,38.76495901089933,1006.7449431729336,no rain
26.420958673799586,72.28345966377186,,0.8123047091950553,1018.8184935705618,no rain
27.84294397502839,74.99977632550676,15.653749812562053,9.695807609048778,1034.9897034726553,no rain
13.664593403776417,37.27874652515335,3.808262478605604,40.36816062633286,1041.4082200555465,no rain
32.979275018094995,45.09728962924379,13.06788557342588,0.3524075779978264,1028.162687591603,no rain
20.29066148771092,65.03116915466431,9.92084120608594,2.4970328686211296,990.76700874948,no rain
17.631675247432227,85.24289589495318,0.552726431083852,5.326454152523263,986.9686024215644,no rain
33.57655651506948,30.682028566634468,7.19297762036863,76.540206276886,1025.0324924836095,no rain
34.76629231515999,72.869909879258,12.515471994547228,88.93977289762243,1017.489547843052,no rain
32.88519122129502,60.17242709646354,0.3892642083774489,12.0507503961639,1018.9189538358032,no rain
32.25278853464518,33.62023636385477,1.6940598963988407,78.44797386810023,1008.0457463745454,no rain
34.72721093074477,79.81335362144044,7.6495735334554515,65.78946323998183,1008.494035628265,no rain
26.571411963928,96.05770698947023,19.555503603183848,97.79149111649892,1024.6372547969977,no rain
13.82742242089307,92.94803988867686,2.514019090971704,24.858238970139524,1045.1846453255182,no rain
14.937977671152137,46.26395425225255,3.3245772868379264,81.99825696812275,980.4366201682316,no rain
23.207878176433766,36.69911870663978,2.96686018952687,46.08855367383945,1041.4919600017158,no rain
26.79224644027134,77.50466830868024,15.89558103492264,1.087947120886179,991.785339023388,no rain
21.758032058401024,79.15481985440351,16.219627289249065,15.32967531102648,994.1580397521656,no rain
33.99239097573109,69.78702187746711,3.389359731341792,42.17562604879041,995.4500712094414,no rain
15.89925963103925,64.13566281561954,2.129950782960337,56.859034923602856,985.9780313068084,no rain
16.007308000754165,48.37755815547092,2.250352413332464,7.76113591112898,989.9642688839142,no rain
31.754554462678712,73.1930260203195,13.994139147133367,19.732636111238065,1041.0112679059553,no rain
24.051652768867974,49.10708396436227,11.180797150084858,59.41109395136211,1009.1958561001112,no rain
21.405562549038827,64.97348486806587,0.5537973296214083,0.9417367750834682,1005.3873648220624,no rain
24.904611169481093,53.24520449192109,15.32176505002403,14.48006684225307,997.1824525123096,no rain
20.720244254008573,65.73067232942546,14.283804318691825,32.59312601244091,1043.3437303986727,no rain
23.87984705808424,46.05547297826041,14.345191503998398,8.768196182355837,1020.9496679227371,no rain
29.07850575636982,50.71671422833364,11.449612601709545,64.33494928125857,990.0167775030292,no rain
11.66490830588878,65.08853954775745,17.46262264902254,83.43923273733485,1006.3198578189543,no rain
30.12338930397818,80.54906846850207,0.1964532431866961,13.42766030296556,991.3526825378882,no rain
